protein,breast_MDAMB231,colon_HCT116,ewingsarcoma_CHLA10,ewingsarcoma_TC32,melanoma_A375,melanoma_HS895T,melanoma_SH4,ovary_patientsample,prostate_PC3
Q96S55,0,0,0,0,0,0,0,1,0
Q96S65,0,0,0,0,0,1,0,0,0
Q96SF7,0,0,1,0,0,0,0,0,0
Q96ST2,0,0,0,0,0,0,0,1,0
Q96ST3,0,0,0,0,0,0,0,1,0
Q96SU4,0,0,0,0,0,0,0,1,0
Q96SY0,0,0,0,0,0,0,0,1,0
Q96SZ5,0,0,0,0,0,0,0,1,0
Q96T23,0,0,0,0,0,0,0,1,0
Q99424,0,0,0,0,0,0,0,1,0
Q99447,0,0,0,0,0,0,0,1,0
Q99457,0,0,0,0,0,0,0,1,0
Q99543,0,0,0,0,0,0,0,1,0
Q99592,1,0,0,0,0,0,0,0,0
Q99611,0,0,0,0,0,0,0,1,0
Q99613,0,0,0,1,0,0,0,0,0
Q99683,0,0,0,0,0,0,1,0,0
Q99697,0,0,0,0,0,0,0,1,0
Q99700,0,0,0,1,0,0,0,0,0
Q99704,0,0,0,0,0,0,0,1,0
Q99707,0,0,0,0,0,0,0,1,0
Q99708,0,0,0,0,0,0,1,0,0
Q99728,0,0,0,0,0,0,0,1,0
Q99856,0,0,1,0,0,0,0,0,0
Q99871,0,0,0,0,0,0,0,1,0
Q99959,0,0,0,0,0,0,0,1,0
Q99973,0,0,0,0,0,0,0,1,0
Q99986,0,0,0,0,0,0,0,1,0
Q9BPW5,0,0,0,0,0,0,0,1,0
Q9BQ39,0,0,0,0,0,0,0,1,0
Q9BQ69,0,0,0,1,0,0,0,0,0
Q9BQ87,0,0,0,0,0,0,0,1,0
Q9BQC3,0,0,0,0,0,0,0,1,0
Q9BQD3,0,0,0,0,0,1,0,0,0
Q9BRD0,0,0,0,0,0,0,0,1,0
Q9BRJ7,0,0,0,0,0,0,0,1,0
Q9BRL6,0,0,0,0,0,1,0,0,0
Q9BRP4,0,0,0,0,0,0,0,1,0
Q9BRQ0,0,0,0,0,0,0,0,1,0
Q9BRQ3,0,0,1,0,0,0,0,0,0
Q9BRS8,0,0,1,0,0,0,0,0,0
Q9BRX2,0,0,0,0,0,0,0,1,0
Q9BRX5,0,0,0,0,0,0,0,1,0
Q9BRX9,0,0,0,0,0,0,0,1,0
Q9BSB4,0,0,0,0,0,0,0,1,0
Q9BSC4,0,0,0,0,0,0,0,1,0
Q9BTA9,0,0,1,0,0,0,0,0,0
Q9BTE1,0,0,0,0,0,0,0,1,0
Q9BTE6,0,0,0,0,0,0,0,1,0
Q9BTX7,0,1,0,0,0,0,0,0,0
Q9BU02,0,0,0,0,0,0,0,1,0
Q9BU89,0,0,0,0,0,0,0,1,0
Q9BUE0,0,0,0,0,0,0,0,1,0
Q9BUI4,0,0,0,0,0,0,0,1,0
Q9BUR4,0,0,0,0,0,0,0,1,0
Q9BVC4,0,0,0,0,0,0,0,1,0
Q9BVI0,0,0,1,0,0,0,0,0,0
Q9BVJ7,0,0,0,0,0,0,0,1,0
Q9BVS4,0,0,0,0,0,1,0,0,0
Q9BW27,0,0,0,0,0,0,0,1,0
Q9BW30,0,0,0,0,0,0,0,1,0
Q9BW85,0,0,0,0,0,0,0,1,0
Q9BWE0,0,0,0,0,0,0,0,1,0
Q9BWF3,0,0,0,0,0,0,0,1,0
Q9BWH6,0,0,0,0,0,0,0,1,0
Q9BWT7,0,0,0,0,0,0,0,1,0
Q9BWU0,0,0,0,0,0,0,0,1,0
Q9BX26,0,0,0,0,0,0,0,1,0
Q9BX46,0,0,0,0,0,0,0,1,0
Q9BXB4,0,0,0,0,0,0,0,1,0
Q9BXD5,0,0,1,0,0,0,0,0,0
Q9BXF3,0,0,0,0,0,0,0,1,0
Q9BXS6,0,0,0,0,0,0,0,1,0
Q9BXT5,0,0,1,0,0,0,0,0,0
Q9BXV9,0,0,0,1,0,0,0,0,0
Q9BXW9,0,0,0,0,1,0,0,0,0
Q9BXY0,0,0,0,0,0,0,0,1,0
Q9BY12,0,0,0,0,0,1,0,0,0
Q9BY42,0,0,0,0,0,0,0,1,0
Q9BY77,0,0,0,0,0,0,0,1,0
Q9BYJ1,0,0,0,0,0,0,0,1,0
Q9BYK8,0,0,0,0,0,0,0,1,0
Q9BYM8,0,0,0,0,0,0,0,1,0
Q9BYR3,1,0,0,0,0,0,0,0,0
Q9BYT5,0,0,0,0,0,0,0,1,0
Q9BYV8,0,0,0,0,0,0,0,1,0
Q9BYV9,0,0,0,0,1,0,0,0,0
Q9BZ95,0,0,0,0,0,0,0,1,0
Q9BZI7,0,0,0,0,0,0,0,1,0
Q9BZL1,0,0,0,0,0,0,0,1,0
Q9BZL4,0,0,0,0,0,0,0,1,0
Q9BZR8,0,0,1,0,0,0,0,0,0
Q9C075,0,0,0,0,0,0,0,1,0
Q9C0B0,0,0,0,0,0,0,0,1,0
Q9C0D2,0,0,0,1,0,0,0,0,0
Q9C0D3,0,0,0,0,0,0,0,1,0
Q9C0D4,0,0,0,1,0,0,0,0,0
Q9C0F1,0,0,1,0,0,0,0,0,0
Q9C0G0,0,0,0,0,0,0,0,1,0
Q9C0J8,0,0,0,0,0,0,0,1,0
Q9C0K0,0,0,0,1,0,0,0,0,0
Q9GZQ3,0,0,0,0,0,0,0,1,0
Q9GZS0,0,0,1,0,0,0,0,0,0
Q9GZS1,0,0,0,0,0,0,0,1,0
Q9GZT9,0,0,0,0,0,0,0,1,0
Q9GZU2,0,0,0,0,0,0,0,1,0
Q9GZX5,0,0,0,0,0,0,0,1,0
Q9GZY1,0,0,0,0,0,1,0,0,0
Q9H081,0,0,0,0,0,0,0,1,0
Q9H089,0,0,0,0,0,0,0,1,0
Q9H0A8,0,0,0,0,0,0,0,1,0
Q9H0E7,1,0,0,0,0,0,0,0,0
Q9H0G5,0,0,0,0,0,0,0,1,0
Q9H0J9,0,0,0,0,0,0,0,1,0
Q9H0K1,0,0,0,0,0,0,0,1,0
Q9H0L4,1,0,0,0,0,0,0,0,0
Q9H0N5,0,0,0,0,0,0,0,1,0
Q9H0P0,0,0,0,0,0,0,0,1,0
Q9H0S4,0,0,0,1,0,0,0,0,0
Q9H0X6,0,0,1,0,0,0,0,0,0
Q9H1D9,0,0,0,0,0,0,0,1,0
Q9H1H9,0,0,0,0,0,0,1,0,0
Q9H1I8,0,1,0,0,0,0,0,0,0
Q9H1Z4,0,0,0,0,0,0,0,1,0
Q9H211,0,0,0,0,0,0,0,1,0
Q9H257,0,0,0,0,0,0,0,1,0
Q9H2F5,1,0,0,0,0,0,0,0,0
Q9H2G4,0,0,1,0,0,0,0,0,0
Q9H2M9,0,0,0,0,0,0,0,1,0
Q9H2P9,0,0,0,0,0,0,0,1,0
Q9H2Y7,0,0,0,0,1,0,0,0,0
Q9H307,0,0,0,0,0,0,0,1,0
Q9H320,0,0,0,0,1,0,0,0,0
Q9H3S4,0,0,0,0,0,0,0,1,0
Q9H422,0,0,0,0,0,0,1,0,0
Q9H446,0,0,1,0,0,0,0,0,0
Q9H477,0,0,0,0,0,0,0,1,0
Q9H479,0,0,0,0,0,0,0,1,0
Q9H489,0,0,0,0,0,0,0,1,0
Q9H4G0,0,0,0,0,0,0,0,1,0
Q9H4I2,0,0,1,0,0,0,0,0,0
Q9H4Q4,0,0,0,0,0,1,0,0,0
Q9H4Z2,0,0,0,0,0,0,0,1,0
Q9H5N1,0,0,0,0,0,0,0,1,0
Q9H5X1,0,0,0,0,0,0,0,1,0
Q9H609,1,0,0,0,0,0,0,0,0
Q9H668,0,0,0,0,0,0,0,1,0
Q9H6D7,0,0,1,0,0,0,0,0,0
Q9H6E5,0,0,0,0,0,0,0,1,0
Q9H6F5,0,0,1,0,0,0,0,0,0
Q9H6Q4,0,0,0,0,0,0,0,1,0
Q9H6S1,0,0,0,0,0,0,1,0,0
Q9H6T3,0,0,0,0,0,0,0,1,0
Q9H6V9,0,0,0,0,0,0,0,1,0
Q9H6W3,0,0,0,0,0,0,0,1,0
Q9H6Y2,0,0,0,0,0,1,0,0,0
Q9H788,0,0,0,0,0,0,0,1,0
Q9H7B2,0,0,0,0,0,0,0,1,0
Q9H7C9,0,0,0,0,0,0,0,1,0
Q9H7E2,0,0,0,0,0,0,0,1,0
Q9H7L9,0,0,0,0,0,0,0,1,0
Q9H7N4,0,0,0,0,0,0,0,1,0
Q9H7P9,0,0,0,0,0,0,0,1,0
Q9H7R0,0,0,1,0,0,0,0,0,0
Q9H7T9,0,0,0,0,0,0,0,1,0
Q9H814,0,0,0,0,0,0,0,1,0
Q9H867,0,0,0,0,0,0,0,1,0
Q9H869,0,0,0,0,0,0,0,1,0
Q9H871,0,0,0,0,0,0,0,1,0
Q9H8H0,0,0,0,0,0,0,0,1,0
Q9H8M7,0,0,0,0,0,0,0,1,0
Q9H8V3,0,0,1,0,0,0,0,0,0
Q9H8W5,0,0,1,0,0,0,0,0,0
Q9H944,0,0,0,0,0,0,0,1,0
Q9H981,0,0,1,0,0,0,0,0,0
Q9H9A5,0,0,0,0,0,0,0,1,0
Q9H9B1,0,0,0,0,0,0,0,1,0
Q9H9S4,0,0,0,0,0,0,0,1,0
Q9H9T3,0,0,0,0,0,0,0,1,0
Q9H9Y2,0,0,1,0,0,0,0,0,0
Q9H9Y6,0,0,0,0,0,0,0,1,0
Q9H9Z2,0,0,0,0,0,0,0,1,0
Q9HAJ7,0,0,0,0,0,0,0,1,0
Q9HAN9,0,0,0,0,0,0,0,1,0
Q9HAU5,0,0,0,0,0,0,0,1,0
Q9HAZ2,0,0,0,0,0,0,0,1,0
Q9HB58,0,0,1,0,0,0,0,0,0
Q9HB90,0,0,0,0,0,0,0,1,0
Q9HB96,0,0,0,0,0,0,0,1,0
Q9HBE1,0,0,0,0,0,0,0,1,0
Q9HBG6,0,0,0,0,0,0,0,1,0
Q9HBU1,0,0,0,1,0,0,0,0,0
Q9HC35,0,0,0,0,0,0,0,1,0
Q9HC77,0,0,0,0,0,0,0,0,1
Q9HCD6,1,0,0,0,0,0,0,0,0
Q9HCE3,0,0,0,0,0,0,0,1,0
Q9HCI7,0,0,0,0,0,0,0,1,0
Q9HCJ0,0,0,0,0,0,0,0,1,0
Q9HCJ5,0,0,1,0,0,0,0,0,0
Q9HCK8,0,0,0,0,0,0,0,1,0
Q9HCS5,0,0,0,0,0,1,0,0,0
Q9HCS7,0,0,0,0,0,0,0,1,0
Q9HD15,0,0,0,0,0,0,0,1,0
Q9NP64,0,0,0,0,0,0,0,1,0
Q9NP97,0,0,0,0,0,0,0,1,0
Q9NP98,0,0,0,0,0,0,0,1,0
Q9NPC3,0,0,0,0,0,0,0,1,0
Q9NPD8,0,0,0,0,0,0,0,1,0
Q9NPE3,0,0,0,0,0,0,0,1,0
Q9NPI1,0,0,0,0,0,0,0,1,0
Q9NPJ6,0,0,0,0,0,0,0,1,0
Q9NPJ8,0,0,0,0,0,0,0,1,0
Q9NQ48,0,0,0,0,0,0,0,1,0
Q9NQ55,0,0,0,0,0,0,0,1,0
Q9NQ94,0,0,0,1,0,0,0,0,0
Q9NQE9,0,0,0,0,0,0,0,1,0
Q9NQG7,0,0,1,0,0,0,0,0,0
Q9NQL9,0,0,0,0,0,0,1,0,0
Q9NQM4,0,0,1,0,0,0,0,0,0
Q9NQS7,0,0,0,0,0,0,0,1,0
Q9NQU5,0,0,0,0,0,0,0,1,0
Q9NQZ2,0,1,0,0,0,0,0,0,0
Q9NR20,0,0,1,0,0,0,0,0,0
Q9NR46,0,0,0,0,0,0,0,1,0
Q9NR50,0,0,0,0,0,0,0,1,0
Q9NR56,0,0,0,0,0,0,0,1,0
Q9NR64,0,0,0,0,0,0,0,1,0
Q9NRD1,0,0,0,0,0,0,0,1,0
Q9NRE2,0,0,0,0,0,0,0,1,0
Q9NRF8,0,0,0,0,0,0,0,1,0
Q9NRF9,0,0,0,0,0,0,0,1,0
Q9NRG4,0,0,0,0,0,0,0,1,0
Q9NRL2,0,0,0,1,0,0,0,0,0
Q9NRW3,0,0,0,0,0,0,0,1,0
Q9NRX1,0,0,1,0,0,0,0,0,0
Q9NS39,0,0,0,0,0,0,0,1,0
Q9NS56,0,0,1,0,0,0,0,0,0
Q9NS91,0,0,1,0,0,0,0,0,0
Q9NSJ1,0,0,1,0,0,0,0,0,0
Q9NSY0,0,0,0,0,0,0,0,1,0
Q9NTI5,0,0,0,0,0,0,0,1,0
Q9NTM9,0,0,0,0,0,0,0,1,0
Q9NTW7,0,0,0,0,0,0,1,0,0
Q9NU19,0,0,0,0,0,0,0,1,0
Q9NUC0,0,0,1,0,0,0,0,0,0
Q9NUD5,0,0,0,0,0,0,0,1,0
Q9NUG6,0,0,0,0,0,0,0,1,0
Q9NUK0,0,0,0,0,0,0,0,1,0
Q9NUL5,0,0,0,0,0,0,0,1,0
Q9NUQ6,0,0,0,0,0,0,0,1,0
Q9NUQ7,0,0,0,0,0,0,0,1,0
Q9NUZ1,0,0,1,0,0,0,0,0,0
Q9NV06,0,0,0,0,0,0,0,1,0
Q9NV31,0,0,0,0,0,0,0,1,0
Q9NV35,0,0,0,0,0,0,0,1,0
Q9NV56,0,0,0,1,0,0,0,0,0
Q9NV88,0,0,0,0,0,0,0,1,0
Q9NVE7,0,0,0,0,0,0,0,1,0
Q9NVF7,0,0,0,0,0,0,0,1,0
Q9NVI1,0,0,0,0,0,0,0,1,0
Q9NVM9,0,0,0,0,0,0,0,1,0
Q9NVN8,0,0,0,0,0,0,0,1,0
Q9NVP2,0,0,0,0,0,0,0,1,0
Q9NVR2,0,0,0,0,0,0,0,1,0
Q9NVR5,0,0,0,0,1,0,0,0,0
Q9NW75,0,0,0,0,0,0,0,1,0
Q9NWM0,0,0,0,0,0,0,0,1,0
Q9NWS0,0,0,0,0,0,0,0,1,0
Q9NWT1,0,0,0,0,0,0,0,1,0
Q9NWT6,0,0,0,0,0,0,0,1,0
Q9NWV8,0,0,0,0,0,0,0,1,0
Q9NWX5,0,0,0,1,0,0,0,0,0
Q9NX08,0,0,0,0,0,0,0,1,0
Q9NX40,0,0,0,0,0,0,0,1,0
Q9NX58,0,0,0,0,0,0,0,1,0
Q9NXC5,0,0,0,0,0,0,0,1,0
Q9NXL9,0,0,0,0,0,0,0,1,0
Q9NXR7,0,0,0,0,0,0,0,1,0
Q9NXX6,0,0,1,0,0,0,0,0,0
Q9NY27,0,0,0,0,0,0,0,1,0
Q9NY74,1,0,0,0,0,0,0,0,0
Q9NY93,0,0,1,0,0,0,0,0,0
Q9NYB0,0,1,0,0,0,0,0,0,0
Q9NYL2,0,0,0,1,0,0,0,0,0
Q9NYP9,0,1,0,0,0,0,0,0,0
Q9NYV6,0,0,0,1,0,0,0,0,0
Q9NYW8,0,0,1,0,0,0,0,0,0
Q9NZB8,0,0,1,0,0,0,0,0,0
Q9NZC9,0,0,0,0,0,0,0,1,0
Q9NZD2,0,0,0,0,0,0,0,1,0
Q9NZI8,0,0,0,1,0,0,0,0,0
Q9NZN8,0,0,0,0,0,0,0,1,0
Q9NZR1,1,0,0,0,0,0,0,0,0
Q9NZT2,0,0,0,0,0,0,0,1,0
Q9NZU5,0,0,0,0,0,0,0,1,0
Q9P016,0,0,0,0,0,0,0,1,0
Q9P0L1,1,0,0,0,0,0,0,0,0
Q9P0M2,0,0,0,0,0,0,0,1,0
Q9P0R6,0,0,0,0,0,0,0,1,0
Q9P0V9,0,0,0,0,0,0,0,1,0
Q9P0Z9,0,0,0,1,0,0,0,0,0
Q9P107,0,0,0,0,0,0,0,1,0
Q9P1Y5,0,0,0,0,0,0,0,1,0
Q9P1Y6,0,0,0,0,0,0,0,1,0
Q9P202,0,0,1,0,0,0,0,0,0
Q9P215,0,0,0,0,0,0,0,1,0
Q9P2D1,0,0,0,0,0,0,0,1,0
Q9P2E3,0,0,0,0,0,0,0,1,0
Q9P2F6,1,0,0,0,0,0,0,0,0
Q9P2G3,0,0,1,0,0,0,0,0,0
Q9P2H0,0,0,1,0,0,0,0,0,0
Q9P2H3,0,1,0,0,0,0,0,0,0
Q9P2K3,0,0,1,0,0,0,0,0,0
Q9P2K8,0,0,0,0,0,0,0,1,0
Q9P2P5,0,0,0,1,0,0,0,0,0
Q9P2P6,1,0,0,0,0,0,0,0,0
Q9P2T0,0,1,0,0,0,0,0,0,0
Q9UBB6,0,0,0,0,0,0,0,1,0
Q9UBC3,0,0,0,0,0,0,0,1,0
Q9UBC5,0,0,0,1,0,0,0,0,0
Q9UBD5,0,0,0,0,0,0,0,1,0
Q9UBF6,0,0,0,0,0,0,0,1,0
Q9UBK9,0,0,0,0,0,0,0,1,0
Q9UBN7,0,0,0,0,0,0,0,1,0
Q9UBP6,0,0,0,0,0,0,0,1,0
Q9UBS8,0,0,0,0,0,0,0,1,0
Q9UBT6,0,0,0,0,0,0,0,1,0
Q9UBU9,0,0,0,0,0,0,0,1,0
Q9UEE9,0,0,0,1,0,0,0,0,0
Q9UFC0,0,0,0,0,0,0,0,1,0
Q9UFW8,0,0,0,0,0,0,0,1,0
Q9UG22,0,0,1,0,0,0,0,0,0
Q9UG63,0,0,0,0,0,0,0,1,0
Q9UGK8,0,0,1,0,0,0,0,0,0
Q9UGN5,0,0,0,0,0,0,0,1,0
Q9UGP5,0,0,1,0,0,0,0,0,0
Q9UGR2,0,0,0,0,0,0,0,1,0
Q9UGU0,0,0,0,0,0,0,0,1,0
Q9UHB7,0,0,1,0,0,0,0,0,0
Q9UHC1,0,0,1,0,0,0,0,0,0
Q9UHC7,0,0,0,0,0,0,0,1,0
Q9UHD2,0,0,0,0,0,0,0,1,0
Q9UHD4,0,0,0,0,0,0,0,0,1
Q9UHG0,0,0,0,0,1,0,0,0,0
Q9UHI6,0,1,0,0,0,0,0,0,0
Q9UHP3,0,0,0,0,0,0,0,1,0
Q9UHR5,0,0,0,0,0,0,0,1,0
Q9UI15,0,0,0,0,1,0,0,0,0
Q9UI46,0,0,1,0,0,0,0,0,0
Q9UID3,0,0,0,0,0,0,0,1,0
Q9UIF8,0,0,0,0,0,0,0,1,0
Q9UIF9,0,0,0,0,0,0,0,1,0
Q9UIL4,0,0,0,0,0,0,0,1,0
Q9UIS9,1,0,0,0,0,0,0,0,0
Q9UJ78,0,0,0,0,0,0,1,0,0
Q9UJA3,0,0,0,0,1,0,0,0,0
Q9UJP4,0,0,0,0,0,0,0,1,0
Q9UJV8,0,0,1,0,0,0,0,0,0
Q9UJW0,0,0,0,0,0,0,0,1,0
Q9UJX2,0,0,0,0,0,0,0,1,0
Q9UJX4,0,0,0,0,0,0,0,1,0
Q9UK53,0,0,1,0,0,0,0,0,0
Q9UK58,0,0,0,0,0,0,0,1,0
Q9UK59,0,0,0,0,0,0,0,1,0
Q9UK61,0,0,0,0,0,0,0,1,0
Q9UK99,0,0,0,0,0,0,0,1,0
Q9UKB1,0,0,0,0,0,0,0,1,0
Q9UKL6,0,0,0,0,0,0,0,1,0
Q9UKT5,0,0,0,0,0,0,0,1,0
Q9UKT9,0,0,0,0,0,0,0,1,0
Q9UKZ1,0,0,0,0,0,0,0,1,0
Q9UL33,0,0,0,0,0,0,0,1,0
Q9UL58,0,0,0,1,0,0,0,0,0
Q9UL68,1,0,0,0,0,0,0,0,0
Q9ULD5,0,0,0,0,0,0,0,1,0
Q9ULE0,0,0,0,1,0,0,0,0,0
Q9ULE3,0,0,1,0,0,0,0,0,0
Q9ULG1,0,0,0,0,0,0,0,1,0
Q9ULI4,0,0,0,1,0,0,0,0,0
Q9ULJ3,0,0,1,0,0,0,0,0,0
Q9ULJ6,0,0,1,0,0,0,0,0,0
Q9ULJ8,0,0,0,0,0,0,0,1,0
Q9ULK4,0,0,0,0,0,0,0,1,0
Q9ULM0,0,0,0,0,0,0,0,1,0
Q9ULU4,0,0,0,0,0,0,0,1,0
Q9ULV3,0,0,0,0,0,0,0,1,0
Q9ULW6,0,0,0,0,0,0,0,1,0
Q9ULX6,0,0,0,0,0,0,0,1,0
Q9UM07,0,0,1,0,0,0,0,0,0
Q9UM13,0,0,0,0,0,0,0,1,0
Q9UN81,0,0,0,0,0,0,0,1,0
Q9UNE7,0,0,0,0,0,0,0,1,0
Q9UNH5,0,0,1,0,0,0,0,0,0
Q9UNI6,0,0,0,0,0,0,0,1,0
Q9UNY4,0,0,0,0,0,0,0,1,0
Q9UPN7,0,0,0,0,0,0,0,1,0
Q9UPP1,0,0,1,0,0,0,0,0,0
Q9UPQ0,0,0,0,0,0,0,0,1,0
Q9UPQ9,0,0,0,0,0,0,0,1,0
Q9UPR0,0,0,1,0,0,0,0,0,0
Q9UPS6,0,0,0,0,0,0,0,1,0
Q9UPZ3,0,0,0,0,0,0,0,0,1
Q9UQ07,0,0,1,0,0,0,0,0,0
Q9UQ13,0,0,0,0,0,0,0,1,0
Q9UQ84,0,1,0,0,0,0,0,0,0
Q9UQR1,0,0,0,0,0,0,0,1,0
Q9Y221,0,0,0,0,0,0,0,1,0
Q9Y232,0,0,0,0,0,0,0,1,0
Q9Y238,1,0,0,0,0,0,0,0,0
Q9Y259,1,0,0,0,0,0,0,0,0
Q9Y2D9,0,0,0,0,0,0,0,1,0
Q9Y2I8,0,1,0,0,0,0,0,0,0
Q9Y2K1,0,0,0,0,0,0,0,1,0
Q9Y2L9,0,0,0,0,0,0,0,1,0
Q9Y2P8,0,0,0,0,0,0,0,1,0
Q9Y2R2,0,0,0,0,0,1,0,0,0
Q9Y2T1,0,0,0,0,0,0,0,1,0
Q9Y2U5,0,0,0,0,0,0,0,1,0
Q9Y2X0,0,0,0,0,0,0,0,1,0
Q9Y303,0,0,1,0,0,0,0,0,0
Q9Y316,0,0,0,0,0,0,0,1,0
Q9Y383,0,0,0,0,0,0,0,1,0
Q9Y388,0,0,0,0,0,0,0,1,0
Q9Y3C7,0,0,0,0,0,0,0,1,0
Q9Y3D8,0,0,0,0,0,0,0,1,0
Q9Y3Q8,0,0,0,0,0,0,0,1,0
Q9Y3R4,0,0,0,0,0,0,0,1,0
Q9Y3Y2,0,0,0,0,0,0,0,1,0
Q9Y3Z3,0,0,0,0,0,0,0,1,0
Q9Y446,0,0,0,0,0,0,0,1,0
Q9Y462,0,0,1,0,0,0,0,0,0
Q9Y468,0,0,1,0,0,0,0,0,0
Q9Y484,0,0,0,0,0,0,0,1,0
Q9Y485,0,1,0,0,0,0,0,0,0
Q9Y4B4,0,0,1,0,0,0,0,0,0
Q9Y4E5,0,0,0,0,0,0,0,1,0
Q9Y4F4,1,0,0,0,0,0,0,0,0
Q9Y4F5,0,0,0,0,0,0,0,1,0
Q9Y4K3,0,0,0,0,0,0,0,1,0
Q9Y4P3,0,0,0,0,0,0,0,1,0
Q9Y4R8,0,0,0,0,0,0,0,1,0
Q9Y4U1,0,0,1,0,0,0,0,0,0
Q9Y4W2,0,0,0,0,0,0,0,1,0
Q9Y4Z2,0,0,0,0,0,1,0,0,0
Q9Y508,0,0,0,0,0,0,0,1,0
Q9Y547,0,0,0,0,0,0,0,1,0
Q9Y576,0,1,0,0,0,0,0,0,0
Q9Y5A6,0,0,0,1,0,0,0,0,0
Q9Y5A7,0,0,0,0,0,0,0,1,0
Q9Y5J1,0,0,0,0,0,0,0,1,0
Q9Y5J3,0,0,1,0,0,0,0,0,0
Q9Y5K3,0,0,0,0,0,1,0,0,0
Q9Y5P6,0,0,0,0,0,0,0,1,0
Q9Y5Q9,0,0,0,0,0,0,0,1,0
Q9Y618,0,0,0,0,0,0,0,1,0
Q9Y620,0,0,1,0,0,0,0,0,0
Q9Y623,0,1,0,0,0,0,0,0,0
Q9Y6A5,0,0,0,0,0,0,0,1,0
Q9Y6G5,0,0,0,0,0,0,0,1,0
Q9Y6I4,0,0,0,0,0,0,0,1,0
Q9Y6K9,0,0,0,0,0,0,0,1,0
Q9Y6N9,0,0,1,0,0,0,0,0,0
Q9Y6Q1,0,0,1,0,0,0,0,0,0
Q9Y6R9,0,0,0,0,0,0,0,1,0
Q9Y6V7,0,0,1,0,0,0,0,0,0
Q9Y6X3,0,0,0,0,0,0,0,1,0
Q9Y6X9,0,0,0,0,0,0,0,1,0
Q9Y6Y0,0,0,0,0,0,0,0,1,0
